"Bid";"Author";"Year";"Title corrected";"General category";"Keywords";"Typology";"Period";"Subjects"
"VEA1022495";"Luchs, Alison";2010;"The mermaids of Venice : fantastic sea creatures in Venetian Renaissance art";"arts";"painting";;"renaissance";"ICONOGRAFIA. MITOLOGIA E LEGGENDA. Venezia; ARTE - Venezia - Sec. 15.-16.; Sirene - Iconografia - Venezia - Sec. 15.-16.; Arte - Venezia ; XV-XIV"
"CFI0760677";"a cura di Roberto Pesce";2010;"Cronica di Venexia detta di Enrico Dandolo : origini-1362";"history";"literature";"primary";"middle ages";"STORIA. VENEZIA; Biblioteca nazionale Marciana - Ms. It. VII, 102 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 37 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 89 - Citazione bibliografica; Venezia <Repubblica> - Origini-1362 - Cronache; Biblioteca nazionale Marciana - Ms. It. VII, 559 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. X, 96 - Citazione bibliografica; Storia - Venezia - Fonti"
"VEA1010365";"Pedani, Maria Pia";2010;"Inventory of the ""Lettere e scritture Turchesche"" in the Venetian State Archives";"history";"politics";"primary";"renaissance; xvii";"ARCHIVI DI STATO - Venezia - Inventari; RELAZIONI CON L'IMPERO OTTOMANO - Sec. 16.-17.; Venezia <Repubblica> e Impero ottomano - 1523-1618 - Fonti archivistiche; Venezia(Repubblica) - Rapporti con [l']Oriente"
"USM1894258";"Cattaneo, Angelo";2011;"Fra Mauros Mappa Mundi and Fifteenth-century Venice";"arts";"cartography";;"renaissance";"CARTE GEOGRAFICHE E CARTOGRAFIA. TRATTAMENTO STORICO; Biblioteca nazionale Marciana - Ms. Lat. X, 358 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. Z. 76 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Gr. II, 183 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. II, 71 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. XI, 92 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. X, 190 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VI, 24 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. II, 75 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. IV, 151 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Gr. Z. 377 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Gr. Z. 379 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Gr. XI, 6 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VI, 56 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 2048 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 2049 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IX, 40 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IX, 182 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 368 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. I, 16 - Citazione bibliografica; Cartografia - Sec. 15.; VENEZIA - Biblioteca nazionale Marciana - Mappamondo di Fra Mauro; Cartografia - Venezia; XV"
"VEA1054539";"a cura di Emanuela Zucchetta";2011;"Ilportale della chiesa di Santa Maria del Carmelo a Venezia : ipotesti costruttive e intervento di restauro";"architecture";"churches";;;"Chiesa di Santa Maria del Carmelo <Venezia> - Portali - Restauro; Venezia - chiese - restauri"
"VEA1052658";"Favaretto, Irene";2011;"Rubelli : una storia di seta a Venezia";"arts";"crafts";;"xviii; xix; recent";"Tessuti di seta - Venezia - Sec. 18.-21.; Industria tessile - Venezia; XVIII-XXI"
"VEA1038205";"Schulz, Anne Markham";2011;"Woodcarving and woodcarvers in Venice, 1350-1550";"arts";"crafts; guilds";;"middle ages; renaissance";"Sculture in legno - Venezia - 1350-1550; Scultura - Venezia; XIV-XVI"
"VEA1042579";"Nanetti, Andrea";2011;"Atlante della Messenia veneziana : Corone, Modone, Pilos e le loro isole";"history";"empire";;"middle ages; renaissance; xvii; xviii";"Messenia - Storia - 1207-1500 - 1685-1715; Grecia - Dominazione - Venezia(Repubblica) ; XIII-XVI"
"VEA1033534";"Martelli, Daria";2011;"Polifonie : le donne a Venezia nell'età di Moderata Fonte (seconda metà del secolo 16";"history";"gender";;"renaissance";"DONNE. VENEZIA; MODERATA FONTE; Biblioteca nazionale Marciana - Ms. It. VII, 4-5 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 1386-1512 - Citazione bibliografica; Donne - Venezia - Sec. 16.; Donne - Venezia ; XVI"
"VEA1039775";"Campana, Carlo";2011;"Cronache di Venezia in volgare della Biblioteca Nazionale Marciana : catalogo";"history";"literature";"tool";"renaissance; xvii; xviii";"CATALOGHI PER AUTORI, CRONOLOGICI, PER NUMERO D'INVENTARIO di biblioteche non private. Manoscritti; Cronache veneziane - Sec. 15.-18. - Manoscritti - Collezioni [della] Biblioteca Nazionale Marciana - Cataloghi bibliografici"
"VEA1046283";"Favilla, Massimo";2011;"Venezia '700 : arte e società nell'ultimo secolo della Serenissima";"arts";"social";;"xviii";"BELLE ARTI E ARTI DECORATIVE. Venezia; Arte - Venezia - Sec. 18.; Cultura - Venezia - Sec. 18.; Arte [e] Societa' - Venezia; XVIII"
"UBO3876903";"Johnson, James H";2011;"Venice incognito : masks in the Serene Republic";"history";"social; entertainment";;;"Carnevale - Venezia; Maschere - Venezia; Cultura - Venezia -Storia"
"VEA1052002";"a cura di Tiziana Favaro, Francesco Trovo";2011;"I giardini napoleonici di Castello a Venezia : evoluzione storica e indirizzi";"architecture";"urban";;"xix";"Giardini di Castello <Venezia>; Architettura - Venezia"
"VEA1050144";"Bernardello, Adolfo";2011;"Da Bonaparte a Radetzky: cittadini in armi : la Guardia Nazionale a Venezia, 1797-1849";"history";"war; social";;"xviii; xix";"SERVIZI DI POLIZIA. Provincia di Venezia. 1797-1900; Guardia nazionale - Venezia - 1797-1848; Storia militare - Venezia; XVIII-XIX"
"VEA1031951";"a cura di Cristina Crisafulli, Franca Lugato, Camillo Tonini";2011;"Venezia che spera : l'unione all'Italia (1859-1866";"history";;"catalogue";"xix";"BELLE ARTI E ARTI DECORATIVE. COLLEZIONI ED ESPOSIZIONI TEMPORANEE E ITINERANTI.Venezia; VENEZIA - Storia - 1859-1866; RISORGIMENTO ITALIANO - Venezia - 1859-1866 - Esposizioni - Venezia - 2011"
"USM1931945";"Scroccaro, Mauro";2012;"1848-1849 : cento svizzeri per i forti di Venezia : la «Compagnia cacciatori svizzeri» alle battaglie del Risorgimento veneziano";"history";1848;;"xix";"Risorgimento italiano - Venezia - 1848-1849; Storia militare - Venezia ; XIX"
"VEA1080831";"Paul, Benjamin";2012;"Nuns and reform art in early modern Venice : the architecture of Santi Cosma e Damiano and its decoration from Tintoretto to Tiepolo";"architecture";"arts; religion";;"renaissance; xvii";"Chiesa dei Santi Cosma e Damiano <Venezia>; Convento dei Santi Cosma e Damiano <Venezia>; Arte benedettina - Venezia; Arte [e] Storia ecclesiastica - Venezia: XVI-XVII"
"LO11410377";"De Vivo, Filippo";2012;"Patrizi, informatori, barbieri : politica e comunicazione a Venezia nella prima età moderna";"history";"culture; politics";;"renaissance; xvii";"STORIA DI VENEZIA. 1607-1718; Venezia <Repubblica> - Storia - Sec. 17.; Interdetto (1605-1607); Propaganda politica - Mezzi di informazione - Venezia <Repubblica> - Sec. 17.; Politica - Venezia ; XVII"
"USM1913691";"Sangalli, Maurizio";2012;"Le smanie per l'educazione : gli scolopi a Venezia tra Sei e Settecento";"history";"culture; religion";;"xvii; xviii";"CONGREGAZIONI E ORDINI RELIGIOSI NELLA STORIA DELLA CHIESA. CHIERICI REGOLARI. SCOLOPI; Chierici regolari - Venezia - Sec. 17.-18.; Istruzione - Venezia; XVII-XVIII"
"VEA1105256";"Doumerc, Bernard";2012;"Venise et son empire en Méditerranée : 9.-15. siècle";"history";"empire";;"middle ages";"Venezia <Repubblica> - Sec. 9.-15.; Venezia ; IX-XV"
"VEA1084648";"Rothman, E. Nathalie";2012;"Brokering empire : trans-imperial subjects between Venice and Istanbul";"history";"empire";;;"Venezia <Repubblica> - Rapporti [con l'] Impero d'Oriente; Venezia(Repubblica) - Rapporti [con l-'] Oriente"
"IEI0356973";"Rossi, Franco";2012;"Melior ut est florenus : note di storia monetaria veneziana";"history";"finance";;;"MONETA E POLITICA MONETARIA. ITALIA NORDORIENTALE REGIONE DEL VENETO; Moneta - Venezia - Storia; Moneta - Storia - Venezia"
"VEA1085052";"Stevens Crawshaw, Jane";2012;"Plague hospitals : public health for the city in early modern Venice";"history";"health";;"renaissance; xvii";"Peste - Venezia - Storia - Sec. 16.-17.; Peste - Venezia ; XVI-XVII"
"PUV1350816";"Romano, Dennis";2012;"La rappresentazione di Venezia : Francesco Foscari";"history";"individuals";;"middle ages";"STORIA. ITALIA NORDORIENTALE VENETO. 1381-1454. Persone; Biblioteca nazionale Marciana - Ms. It. VII, 794 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. X, 190 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 95 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 2048 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 2049 - Citazione bibliografica; Foscari, Francesco <1373-1457>; Biblioteca nazionale Marciana - Ms. It. VII, 125 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 380 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 779 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 800 - Citazione bibliografica; Dogi - Francesco Foscari"
"PUV1364725";"Foscari, Giovanni";2012;"Viaggi di Fiandra 1463-1464 e 1467-1468";"history";"individuals";"primary";"renaissance";"Foscari, Giovanni - Viaggi - Fiandre"
"URB0896304";"Bassani, Maddalena";2012;"Hesperia ... : studi sulla grecità di Occidente";"history";"lagoon";"primary";;"STORIA DELL'ANTICA PENISOLA ITALIANA E TERRITORI ADIACENTI FINO AL 476. VENEZIE E ISTRIA; Archeologia - Laguna di Venezia; LAGUNA DI VENEZIA - Storia - Fonti; Biblioteca nazionale Marciana - Ms. It. VII, 394 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 395 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. Lat. V, 46 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. VII, 2399 - Citazione bibliografica; Archeologia - Venezia"
"VEA1112819";"Scroccaro, Mauro";2012;"Mestre in grigioverde : la terraferma veneziana durante la Grande Guerra";"history";"mainland";;"recent";"Mestre <Venezia> - 1914-1918 - Storia; Mestre - Storia ; XX"
"VEA1086276";"Venezia";2012;"I Patti con Padova (1405-1406) : dalla guerra alla Bolla d'oro";"history";"mainland";"primary";"renaissance";"; Venezia <Repubblica> - Rapporti [con] Padova - 1405-1406; trattati - Venezia; XV"
"TO01867340";"Candiani, Guido";2012;"Dalla galea alla nave di linea : le trasformazioni della marina veneziana (1572-1699";"history";"maritime";;"renaissance; xvii";"Marina veneziana - Storia - 1572-1699; Venezia <Repubblica> - Storia navale - 1572-1699; Navigazione - Storia - Venezia ; XVI-XVII"
"CFI0790611";"Tirondola, Andrea";2012;"Pale a Prora! : storia della Scuola navale militare Francesco Morosini e dell'istruzione marinaresca a Venezia dalla Serenissima ai giorni nostri";"history";"maritime";;;"Scuole navali - Venezia - Francesco Morosini; Istruzione - Storia - Venezia"
"VEA1062164";"Samerski, Stefan";2012;"La Nikopeia : immagine di culto, Palladio, mito veneziano";"arts";"myth";;;"Madonna - Culto - Venezia"
"NAP0556759";"De Seta, Cesare";2012;"Venezia e Moby-Dick";"arts";"painting";;;"BELLE ARTI E ARTI DECORATIVE. Venezia; Venezia - Arte; Pittura veneziana - Raccolte di saggi; Arte - Venezia - Raccolte di saggi"
"LO11459239";"Bobba, Davide";2012;"Dall'unità d'Italia all'annessione del Veneto : un percorso tra storiografia e documentazione";"history";"politics";;"xix";"Storia d'Italia. Veneto. Periodo risorgimentale; Veneto - Sec. 19. - Storia; Storiografia ; XIX"
"UBO3998366";"Carnelos, Laura";2012;"Con libri alla mano"" : l'editoria di larga diffusione a Venezia tra Sei e Settecento";"history";"books";;"xvii; xviii";"EDITORIA. VENEZIA; Editoria - Venezia <Repubblica> - Sec. 17.-18.; Editoria - Venezia; XVII-XVIII"
"VEA1080774";"Plebani, Tiziana";2012;"Un secolo di sentimenti : amori e conflitti generazionali nella Venezia del Settecento";"history";"social";"primary";"xviii";"ISTITUZIONI ATTINENTI ALLE RELAZIONI TRA I SESSI; Biblioteca nazionale Marciana - Ms. It. VII, 15-18 - Citazione bibliografica; Matrimonio - Venezia - Sec. 18. - Fonti archivistiche [e] Fonti letterarie; Figli - Rapporti [con i] Genitori - Venezia - Sec. 18. - Fonti archivistiche [e] Fonti letterarie; Amore - Psicologia sociale - Venezia - Sec. 18.; Storia sociale - Venezia; XVIII"
"PUV1359325";"Sorrentino, Enrico";2012;"Giuseppe Pelizzari e quel sicuro mezzo dell'olio santo : un processo inquisitorio veneziano del 1682-83";"history";"social; religion";;"xvii";"Inquisizione - Venezia <repubblica> - Sec. 17.; Inquisizione - Venezia(Repubblica) ; XVII"
"USM1921815";"Barbierato, Federico";2012;"The inquisitor in the hat shop : inquisition, forbidden books and unbelief in early modern Venice";"history";"social; religion; books";;"xvii; xviii";"; Inquisizione - Venezia - 1640-1740; Inquisizione - Venezia; XVII-XVIII"
"VEA1112815";;2012;"Dalla Serenissima all'aquila bicipite : le basi navali e gli arsenali di Venezia, Pola e Cattaro durante la Grande Guerra";"history";"war; maritime";;"recent";"Arsenali [e] Basi navali - Utilizzazione - Cattaro [e] Pola [e] Venezia - 1914-1918; Storia militare - Venezia ; XIX-XX"
"VEA1122918";"Colombi, Emanuela";2012;"Storie di cronache e reliquie nella Venetia altomedievale";"history";"literature";"primary";"middle ages";"Grado - Storia ecclesiastica; Marco : Evangelista <santo> - Traslazione - Fonti"
"VEA1123928";"edited by Nebahat Avcioglu and Emma Jones";2013;"Architecture, Art and Identity in Venice and Its Territories, 1450-1750";"architecture";"arts; mainland";;"renaissance; xvii; xviii";"Architettura [e] Arte - Rapporti [con la] Societa - Venezia - 1450-1750 - Scritti in onore; Architettura [e] Arte - Venezia; XV-XVIII"
"VEA1125616";"sous la direction de Hilliard T. Goldfarb";2013;"Splendore a Venezia : Art et Musique de la Renaissance au Baroque dans la Sérénissime";"arts";"arts; music";"catalogue";"xvii; xviii";"Venezia <Repubblica> - Arte - Esposizioni - Montreal [e] Portland - 2013-2014; Venezia <Repubblica> - Musica - Esposizioni - Montreal [e] Portland - 2013-2014; Arte [e] Musica - Venezia; XVII-XVIII"
"VEA1109762";"Moine, Cecilia";2013;"Chiostri tra le acque : i monasteri femminili della Laguna nord di Venezia nel Basso Medioevo";"architecture";"churches";;"middle ages";"; Monasteri femminili - Laguna di Venezia - Sec. 12.-14.; Scavi archeologici - Venezia - Laguna; Storia ecclesiastica - Venezia; XII-XIV"
"VEA1092705";"a cura di Natalino Bonazza, Isabella di Lenardo, Gianmario Guidarelli";2013;"La chiesa di San Bartolomeo e la comunità tedesca a Venezia";"history";"churches; social";;"middle ages; renaissance; xvii";"ARCHITETTURA DELLE CHIESE CRISTIANE. Venezia; Chiesa di San Bartolomeo <Venezia> - Congressi - Venezia - 2012; Tedeschi - Venezia - Sec. 13.-17. - Congressi - Venezia - 2012; Chiese - Venezia ; XIII-XVII"
"TSA1404381";"Sopracasa, Alessio";2013;"Alexandrie medievale";"history";"commerce";;"middle ages";"Venezia <Repubblica> - Commercio [con l'] Egitto - Medioevo; Commercio - Venezia (Repubblica)"
"PUV1362808";"a cura di Elisabetta Francescutti, con la collaborazione di Carlo Corsato";2013;"Crocifissi lignei a Venezia e nei territori della Serenissima, 1350-1500 : modelli, diffusione, restauro";"arts";"crafts";;"middle ages; renaissance";"Crocifissi lignei - Venezia - 1350-1500 - Congressi - Venezia - 2012; Arte - Venezia; XIV-XVI"
"VEA1115490";"Sander-Faes, Stephan Karl";2013;"Urban elites of Zadar : Dalmatia and the Venetian Commonwealth (1540-1569";"history";"empire; elites";;"renaissance";"CLASSI SOCIALI SUPERIORI. Croazia; Venezia <Repubblica> - Rapporti [con la] Dalmazia - Sec. 16.; Dalmazia - Dominazione [di] Venezia; XVI"
"VIA0252556";"una mostra ideata e progettata da Gabriella Belli e Guy Cogeval";2013;"Manet: Ritorno a Venezia";"arts";"individuals; painting";"catalogue";"xix";"Pittura. Francia; Manet, Edouard - Esposizioni - Venezia - 2013; Arte - Venezia"
"VEA1143752";"Robert Fajen";2013;"Die Verwandlung der Stadt : Venedig und die Literatur im 18. Jahrhundert";"history";"literature";;"xviii";"Venezia - Storia - Sec. 18.; Letteratura italiana - Scrittori veneti - Sec. 18.; Letteratura - Venezia ; XVIII"
"PUV1381896";"Ravegnani, Giorgio";2013;"Il doge di Venezia";"history";"politics; government";;;"STORIA. ITALIA NORDORIENTALE VENETO. Gruppi (Biografia collettiva); Dogi veneziani"
"VEA1123666";"Palumbo Fossati Casa, Isabella";2013;"Dentro le case : abitare a Venezia nel Cinquecento";"architecture";"social";"primary";"renaissance";"; Usanze - Venezia - Sec. 16. - Fonti archivistiche; Case - Arredamento [e] Spazi interni - Venezia - Sec. 16. - Fonti archivistiche; Storia sociale - Venezia; XVI"
"VEA1122899";"Bertrand, Gilles";2013;"Histoire du carnaval de Venise : 11.-21. siècle";"history";"social; entertainment";;"middle ages; renaissance; xvii; xviii; xix; recent";"Carnevale - Venezia - Storia - Sec. 11.-21.; Carnevale - Venezia - Storia ; XI-XXI"
"VIA0273050";"Mello, Leonardo";2013;"Il Settecento veneziano : il teatro comico";"history";"social; entertainment";;"xviii";"Teatro - Venezia - 18. sec.; Teatro - Venezia; XVIII"
"VEA1126773";"Rosand, Ellen";2013;"L' Opera a Venezia nel 17. secolo : la nascita di un genere";"history";"social; entertainment";;"xviii";"FORME VOCALI DRAMMATICHE OPERE. Venezia; Biblioteca nazionale Marciana - Ms. It. IV, 371 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 439 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 367 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 404 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 355 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 368 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 363 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 373 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 417 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 391 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 412 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 450 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 356 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 374 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 436 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 443 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 454 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 364 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 316 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 380 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 343 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 460 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 387 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 357 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 365 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 354 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 379 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 394 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 459 - Citazione bibliografica; Biblioteca nazionale Marciana - Ms. It. IV, 386 - Citazione bibliografica; Opera in musica - Venezia - Sec. 17.; Musica - Venezia; XVII"
